C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,label
2,28,2,9,20224,1,2,4,2,1,1,2,31,3,2,1,3,1,2,2,1
2,13,2,9,8296,2,4,3,3,1,4,1,38,3,2,1,2,2,1,2,1
1,7,2,1,10816,3,1,1,2,1,2,2,22,3,1,1,1,2,2,2,1
4,25,2,3,25448,1,2,4,2,1,4,2,25,3,2,1,3,2,2,2,1
2,49,2,10,43048,5,1,3,3,1,4,4,39,1,3,1,1,2,2,2,1
4,16,2,1,37256,1,3,3,3,1,2,3,29,3,2,1,3,2,2,2,1
2,10,2,9,11128,1,3,2,4,1,1,1,26,1,2,1,3,2,2,2,1
2,19,2,9,15304,4,2,3,4,1,3,1,35,1,2,1,3,2,2,2,1
4,43,2,3,57328,5,4,2,4,1,4,2,28,3,1,1,3,2,2,2,1
4,13,4,3,7808,5,5,4,3,1,4,3,34,3,2,2,3,2,1,2,1
4,25,3,9,19000,3,3,4,3,1,2,3,43,3,2,2,3,1,2,2,1
4,13,4,3,4176,3,5,4,3,1,4,2,41,3,2,2,3,1,2,2,1
4,29,4,3,21944,1,5,4,3,1,2,3,28,3,2,2,3,2,1,2,1
4,12,4,3,9232,2,1,4,2,1,4,1,56,3,2,3,2,2,1,2,1
4,25,4,1,46432,4,3,4,3,1,2,1,26,3,2,2,3,2,1,2,1
4,13,2,3,6208,1,3,4,4,1,2,1,27,3,2,1,3,2,1,2,1
2,12,4,0,10576,4,3,4,2,1,4,3,39,3,2,2,3,2,1,2,1
4,16,4,3,14632,1,5,4,3,1,4,3,45,3,2,2,3,2,2,2,1
4,13,4,3,5736,1,5,4,3,1,4,1,51,3,2,3,3,2,1,2,1
2,40,3,6,94080,2,4,2,3,1,3,4,31,3,1,1,3,2,2,2,1
1,13,2,6,9600,5,3,4,2,1,4,2,22,1,1,1,3,2,2,2,1
2,10,2,0,25560,5,3,1,2,1,2,1,32,3,2,1,2,2,1,2,1
4,31,4,3,36240,1,4,4,2,1,4,3,25,3,1,1,4,2,2,2,1
4,13,4,9,10112,5,5,4,3,1,4,4,56,3,1,1,2,2,1,2,1
4,16,4,6,12256,2,3,4,2,1,3,3,30,3,2,1,3,2,1,2,1
4,7,3,3,7480,1,3,3,2,1,2,1,23,3,2,1,3,2,1,2,1
1,28,4,9,19536,1,5,4,3,1,4,3,42,2,2,4,4,1,2,2,1
4,22,4,2,18304,1,2,4,2,1,4,2,22,3,2,1,3,2,2,2,1
4,28,3,9,40936,1,4,3,3,1,4,3,25,3,2,2,3,2,1,2,1
4,16,2,3,11088,5,3,4,4,1,2,1,39,3,1,1,3,2,2,2,1
4,13,4,3,4944,1,5,4,3,1,4,1,55,3,2,1,3,2,1,2,1
4,13,2,3,7088,5,3,4,2,1,2,3,20,3,2,1,3,2,1,2,1
4,37,2,1,37488,1,3,2,3,1,2,4,31,3,3,1,4,2,2,2,1
2,10,2,3,6320,3,3,4,2,1,3,1,65,3,2,1,2,2,1,2,1
2,13,2,3,6128,3,3,4,3,1,3,1,65,3,2,1,2,2,1,2,0
1,21,2,2,17696,5,4,4,3,1,4,3,38,3,2,1,3,2,2,2,1
2,11,2,0,58464,1,1,2,3,1,4,4,69,1,3,1,4,2,2,2,1
2,25,4,6,45944,1,2,2,2,1,4,4,23,3,3,2,3,2,2,2,1
2,61,3,3,59344,5,3,1,3,1,1,1,26,3,2,1,2,2,1,2,1
2,21,3,10,21032,1,3,2,3,1,3,3,28,1,2,2,3,2,2,2,1
2,19,4,2,58992,1,1,4,3,1,4,2,39,2,2,2,4,2,2,2,1
4,16,2,1,30496,2,2,1,2,1,4,3,22,3,2,1,3,2,2,2,1
1,29,2,0,32048,1,3,3,3,1,2,3,44,3,2,1,2,2,1,2,0
2,13,2,0,59776,5,1,1,2,1,2,1,23,3,1,1,1,2,1,2,1
3,13,2,2,11392,5,5,3,2,1,4,1,54,3,2,1,4,2,2,2,1
2,13,2,1,16224,5,3,4,3,1,2,3,29,3,2,1,3,2,1,2,1
4,16,2,0,42592,3,5,1,2,1,4,4,34,3,3,1,3,2,1,2,1
2,37,2,3,18584,1,4,4,3,1,4,3,23,3,1,1,3,2,1,2,1
4,13,2,6,11144,1,5,4,3,1,4,2,46,1,2,3,3,1,2,2,1
4,25,2,3,7992,5,5,4,3,1,2,3,24,3,2,2,3,2,1,2,1
4,37,2,9,59272,5,5,3,3,1,2,2,36,3,2,2,3,2,1,2,1
4,16,2,2,17488,5,4,1,2,1,4,1,32,1,1,1,2,2,1,2,1
3,37,2,3,35784,1,5,4,3,1,2,3,30,3,2,1,3,2,1,2,1
4,25,2,8,7496,1,2,4,4,1,3,3,26,3,2,2,2,2,1,2,1
4,19,2,2,27376,1,5,4,3,1,4,2,46,1,2,3,3,1,2,2,1
4,25,2,3,24840,5,2,4,3,1,2,3,24,3,2,2,3,2,1,2,1
4,13,4,6,21984,1,5,2,2,1,4,4,56,1,3,3,2,2,1,2,1
2,19,2,5,30976,1,1,2,2,1,4,3,66,3,2,1,3,2,2,2,1
4,28,2,5,41520,5,5,4,3,1,4,2,47,3,2,4,3,1,2,2,1
2,19,2,2,24008,1,4,2,2,1,4,1,39,3,1,1,3,2,1,2,1
4,25,3,9,30904,1,3,1,3,1,2,4,31,3,3,1,3,2,1,2,1
4,13,4,2,46408,5,5,2,3,1,4,2,48,3,1,1,3,2,2,1,1
4,13,4,2,12736,4,4,3,2,1,2,2,34,3,2,1,3,2,1,2,1
4,13,4,9,9480,1,3,3,2,1,2,1,26,3,2,2,3,2,1,2,1
4,13,2,0,28216,5,2,2,3,1,3,2,44,3,2,1,4,1,2,2,1
4,19,2,3,16408,1,2,4,3,1,1,1,32,3,2,1,3,2,1,2,1
4,13,4,2,26648,1,5,2,3,1,4,2,41,2,2,1,3,2,1,2,1
1,19,0,9,24832,1,4,3,3,1,1,2,30,1,2,1,3,2,2,2,1
4,25,4,3,20888,1,5,4,4,2,3,1,45,3,2,2,3,2,1,2,1
1,13,4,1,11272,1,5,4,3,1,3,1,53,3,2,1,3,2,1,2,1
4,25,2,3,10488,2,4,4,4,1,3,2,25,3,2,1,3,2,2,2,1
4,7,2,3,16864,1,4,2,4,1,2,1,28,3,1,1,3,2,1,2,1
4,25,4,1,32336,5,4,3,3,1,4,2,42,3,2,2,3,2,2,2,1
4,13,4,0,7408,1,1,1,2,1,2,2,37,3,2,1,1,2,1,2,1
1,13,2,3,13440,3,5,3,4,1,1,1,34,3,2,1,3,2,1,2,1
4,7,2,3,12760,1,4,3,3,1,2,2,50,3,2,1,3,1,1,2,1
4,7,4,3,13920,1,5,2,4,1,2,1,29,3,1,2,3,2,1,2,1
4,13,4,3,9920,5,5,4,2,1,2,1,37,3,2,2,3,2,2,2,1
4,25,4,2,41200,1,5,4,3,1,4,3,32,3,2,1,3,2,2,2,1
4,7,4,0,16640,3,3,1,4,1,2,3,23,3,2,1,3,2,1,2,1
4,7,2,6,12304,1,2,1,2,1,2,4,55,3,2,1,3,2,1,2,1
2,31,2,2,30656,1,2,2,4,1,1,2,21,3,2,1,3,2,1,2,1
2,25,2,3,23168,2,2,2,3,1,1,3,28,3,2,1,3,2,1,2,1
2,25,3,9,55736,2,4,4,3,1,4,3,35,3,1,1,4,2,2,2,1
4,37,2,6,14552,1,3,4,3,1,4,4,36,2,3,1,3,2,2,2,0
4,25,2,3,47544,5,2,1,2,1,1,3,43,3,2,2,3,2,2,2,0
4,37,2,2,26792,1,3,4,2,1,2,3,27,3,2,1,4,2,2,2,0
4,19,2,3,9008,5,2,4,2,1,2,1,20,3,1,1,3,2,2,2,1
2,13,4,1,14880,1,1,4,3,1,2,3,33,3,2,2,4,2,2,2,1
1,13,2,3,5608,1,3,4,4,1,2,1,39,3,2,1,2,2,1,2,1
2,13,2,3,23440,1,4,2,2,1,1,1,26,3,2,1,3,2,1,2,1
4,5,4,3,12024,1,4,2,3,1,1,1,41,3,2,2,2,1,1,2,1
4,25,4,1,17576,5,4,4,3,1,4,3,42,3,2,2,3,1,2,2,1
3,13,2,3,15048,1,3,2,2,1,2,3,43,3,1,1,2,2,2,2,1
1,19,4,3,15040,1,4,4,4,1,1,2,31,3,2,2,4,2,2,2,1
1,19,2,3,19112,1,2,4,2,1,1,3,26,2,2,1,3,2,1,2,1
2,25,2,3,15736,1,5,4,2,1,4,3,19,3,2,1,3,2,2,2,1
4,5,4,0,27040,1,4,1,2,1,1,1,36,3,2,1,3,1,1,2,1
4,8,4,3,5840,5,5,4,3,1,2,2,45,3,1,2,2,2,2,2,1
2,19,0,2,25952,1,3,1,2,1,4,3,32,1,2,2,3,2,2,2,1
2,10,2,3,13360,1,2,4,2,1,2,3,21,3,2,1,3,2,2,2,0
2,49,2,3,31832,5,4,4,3,1,1,3,40,3,2,2,3,1,2,2,1
2,13,2,2,15376,1,3,4,3,1,2,2,36,3,2,1,2,2,1,2,0
2,19,4,2,10360,1,2,4,2,1,1,2,26,3,2,2,3,2,1,2,1
4,5,4,3,12352,1,4,2,3,1,1,1,41,3,2,3,2,1,1,2,1
2,31,2,3,13720,5,3,4,2,1,1,3,25,3,2,1,3,2,1,2,1
3,11,4,3,10776,5,4,4,3,1,2,2,26,3,2,2,3,2,2,2,1
2,13,2,0,8056,4,3,4,4,1,1,1,21,3,2,1,3,2,1,2,1
4,13,4,2,11216,3,4,3,2,1,4,3,36,3,1,1,3,2,2,2,1
2,13,2,0,16016,1,4,3,3,1,4,2,29,3,1,1,3,1,2,2,1
4,13,2,0,8808,1,3,3,4,1,2,1,26,3,2,2,3,2,2,2,1
4,11,2,8,7152,5,4,4,2,1,3,2,39,3,2,1,3,2,2,2,1
2,12,2,2,12616,4,2,4,2,1,1,1,19,3,2,1,3,2,1,2,1
4,34,3,9,22112,1,3,2,2,1,2,3,25,3,2,2,3,2,2,2,1
2,49,0,0,66864,3,2,1,2,1,1,3,29,3,2,2,3,2,1,2,1
3,13,2,2,11792,1,2,4,2,1,1,2,32,1,2,1,4,2,2,2,1
4,25,2,1,43464,5,1,2,2,1,4,2,25,3,1,1,4,2,2,2,1
2,15,2,9,11280,3,5,1,4,1,2,1,34,3,2,1,3,2,2,2,1
4,21,4,0,27880,5,2,2,1,1,4,1,43,3,2,2,3,2,2,2,1
4,19,4,1,30800,1,4,3,3,1,1,3,26,3,2,2,3,2,1,2,1
3,25,2,3,11016,2,5,4,2,1,2,4,46,3,3,1,3,2,2,2,1
4,7,4,0,2896,2,3,4,2,1,4,3,51,3,2,2,2,2,1,2,1
4,49,2,3,81776,5,4,4,3,1,3,3,36,2,2,1,3,2,2,2,1
3,13,2,0,10640,1,2,4,3,1,1,1,25,3,2,1,3,2,1,2,1
2,27,2,1,63728,1,2,2,3,1,3,3,29,3,2,2,3,2,1,2,1
2,31,1,2,27968,4,3,4,3,1,2,3,33,2,2,1,3,1,2,2,1
2,49,0,9,97632,5,3,2,3,1,2,3,47,1,2,1,4,2,2,2,1
1,37,2,2,27568,1,5,4,3,1,2,3,41,3,2,1,3,1,1,2,0
1,34,4,2,34248,3,3,1,2,1,4,3,22,3,2,2,3,2,1,2,0
1,43,2,3,57392,5,4,4,2,1,3,3,29,3,2,1,4,2,2,2,0
1,25,1,3,12368,1,4,4,3,3,4,3,23,1,1,1,2,2,1,2,0
1,25,2,2,18872,2,1,1,1,1,1,2,32,3,2,1,3,2,1,2,0
4,25,2,3,28968,2,5,2,3,1,4,3,30,3,2,2,3,2,1,2,0
1,13,2,4,5928,2,1,4,2,1,3,2,21,3,2,1,3,2,1,2,0
1,13,2,2,62920,1,5,4,3,1,4,4,52,3,3,1,4,2,2,2,0
1,25,2,1,23280,1,4,2,3,1,1,4,33,3,3,1,4,2,2,2,1
1,37,2,2,28960,1,3,1,3,3,2,2,36,3,2,1,3,1,1,2,1
1,13,2,2,13256,1,3,2,3,1,2,1,26,3,2,1,3,2,1,2,1
1,9,4,10,9312,1,5,3,3,1,4,4,50,1,3,2,4,1,2,2,1
1,37,4,2,49832,1,2,4,2,2,4,4,22,3,1,2,2,2,2,2,0
1,25,1,0,9544,1,1,1,2,2,4,4,28,3,1,2,1,2,1,2,0
1,31,0,2,36664,1,3,2,1,3,2,1,31,3,2,2,3,2,1,2,1
1,37,4,2,42968,1,3,3,3,3,2,2,27,3,2,2,3,2,1,2,1
1,13,2,2,5664,1,3,2,3,3,3,2,37,3,2,1,2,1,1,2,1
1,22,4,0,4568,1,5,4,3,1,4,1,64,3,2,2,3,2,1,2,1
1,37,2,2,41432,1,4,4,3,1,2,2,28,3,2,1,3,2,1,2,0
1,37,2,1,65832,1,3,2,3,1,2,2,25,3,2,1,3,1,1,2,0
4,25,4,2,16224,1,4,2,3,1,2,2,29,3,2,2,2,2,1,2,1
1,7,2,0,10992,5,1,4,2,1,3,2,74,3,2,1,4,2,2,2,1
1,13,2,2,10312,1,3,4,3,3,1,2,20,3,2,1,2,2,1,2,1
1,37,2,2,21696,1,5,2,3,1,2,2,40,1,2,1,3,1,1,2,0
1,16,4,2,7800,1,3,2,1,1,3,2,24,3,2,2,3,2,1,2,1
2,7,3,2,8400,1,1,4,3,1,1,2,34,2,2,2,4,2,2,1,1
1,7,4,0,4872,1,4,4,2,1,3,2,36,3,2,2,3,2,1,2,1
2,25,2,2,24552,2,5,4,3,1,4,4,29,3,3,1,3,2,1,2,1
2,13,2,0,6688,2,2,4,2,1,2,2,22,1,2,1,2,2,1,2,0
1,13,2,2,20616,1,3,2,1,1,1,3,41,3,2,1,3,2,1,2,1
1,13,2,2,12960,1,3,2,2,2,3,2,29,3,2,1,3,2,1,2,1
1,16,2,2,14760,1,2,4,2,3,1,2,45,3,1,1,3,2,1,2,1
1,25,2,1,52632,1,1,4,3,1,2,4,28,3,3,1,4,2,2,2,1
1,31,4,1,84984,1,5,3,3,1,4,4,37,3,3,3,4,1,2,2,1
1,19,2,0,17992,2,4,4,3,1,3,3,29,3,2,1,4,1,2,2,1
1,31,2,2,24864,1,2,2,1,1,4,2,30,3,2,1,2,2,1,2,0
2,13,4,0,7664,1,4,2,3,1,3,1,46,3,2,2,2,1,1,2,1
4,25,2,1,74216,5,3,2,1,1,4,4,47,3,3,1,3,2,2,2,1
4,25,4,10,50512,1,1,4,3,2,2,4,26,1,2,2,4,2,2,2,1
1,13,4,1,12208,1,5,4,3,1,4,4,65,3,3,2,4,2,1,2,1
1,13,2,2,28720,1,3,2,3,2,2,2,28,3,2,1,2,1,1,2,1
1,25,4,1,52920,1,1,2,3,1,4,4,74,3,3,2,4,2,2,2,1
1,7,4,2,14976,1,1,4,3,1,4,4,35,3,3,3,4,2,2,2,1
4,19,4,3,12656,4,5,4,3,1,4,3,45,3,2,2,3,2,1,2,1
4,7,2,8,9904,5,1,4,3,1,4,2,35,3,2,1,4,1,2,2,1
1,13,2,2,20624,1,1,3,2,1,4,4,54,3,3,1,4,2,1,2,1
1,16,4,2,11464,1,3,4,2,1,3,2,24,3,1,2,3,2,1,2,1
1,43,2,2,63056,1,4,2,3,3,4,2,44,3,3,1,3,1,1,2,1
1,25,2,2,33352,1,3,4,3,1,4,2,27,3,2,1,3,2,1,2,1
1,37,2,2,31672,1,1,4,3,1,3,2,29,3,2,1,4,2,2,2,1
1,37,2,0,25992,1,4,2,3,1,4,4,38,1,3,1,4,1,2,2,1
1,25,2,2,25192,1,2,4,3,1,1,4,21,1,3,1,3,2,1,2,1
1,13,4,2,17968,1,5,3,3,1,3,2,59,3,2,2,3,2,1,2,0
1,14,4,9,14376,1,2,3,3,1,1,2,27,1,2,2,2,2,1,2,1
1,21,4,2,34176,1,5,1,2,1,4,2,23,3,2,2,3,2,1,2,1
1,25,4,1,23656,1,5,4,3,1,4,2,62,3,2,2,3,2,2,2,1
1,37,4,2,18784,1,3,3,4,1,2,2,45,3,2,2,3,2,2,2,1
1,25,4,1,51352,1,5,2,2,1,4,4,43,3,3,2,4,1,2,2,1
1,49,4,1,49144,1,5,4,2,1,4,4,57,2,3,2,2,2,1,2,0
4,49,3,3,57904,5,5,3,3,1,3,3,31,1,2,2,3,1,1,2,1
2,31,3,9,20024,2,5,4,3,1,2,2,40,2,2,2,3,2,1,2,1
2,19,2,9,20976,2,3,4,3,1,4,3,33,3,2,1,3,2,1,2,1
2,25,2,2,34808,5,3,1,2,1,4,2,47,3,2,1,2,2,2,2,1
2,7,2,3,2944,5,5,4,3,1,4,2,37,3,2,1,3,2,1,2,1
2,13,2,8,6032,5,5,4,3,1,4,2,37,3,2,2,3,2,1,2,1
4,25,4,3,19392,5,5,4,3,1,4,2,52,3,2,2,3,2,1,2,1
2,49,3,9,53448,5,3,4,3,1,4,4,37,3,3,1,3,1,2,2,1
2,19,3,9,19416,5,5,4,3,1,2,2,41,3,2,2,3,2,1,2,1
2,25,4,3,9728,2,2,4,3,1,4,4,37,1,2,2,3,1,1,2,0
2,7,2,3,6024,1,3,2,2,3,3,1,63,3,2,1,3,2,1,2,1
2,8,2,3,20608,1,3,2,3,3,2,1,34,3,2,1,3,2,1,1,1
2,7,2,3,4720,1,2,3,4,1,3,1,25,3,2,1,2,2,1,1,1
2,9,2,3,11312,1,3,4,3,3,2,1,32,3,2,1,3,2,1,1,1
2,13,2,3,8824,1,4,4,3,3,3,1,28,3,2,2,3,2,1,2,1
2,7,2,3,8544,1,5,4,3,1,4,3,27,3,2,1,3,1,1,2,1
1,9,4,0,5704,1,5,4,3,1,4,1,46,3,2,2,2,2,1,2,1
2,8,2,3,18632,1,2,1,2,3,1,1,44,3,2,1,3,2,1,2,1
2,19,2,3,6928,1,3,4,4,3,2,1,24,3,2,1,2,2,1,2,1
2,8,2,3,19320,1,3,3,3,3,2,1,33,3,2,1,3,2,1,2,1
2,14,2,3,16808,1,2,2,2,3,4,2,22,3,2,1,2,2,1,2,1
2,19,2,3,10408,1,5,4,4,3,2,1,31,3,2,1,2,2,1,2,1
2,19,2,3,8904,1,3,4,2,3,4,1,25,3,2,1,2,1,1,2,1
2,9,2,3,6080,1,4,4,2,3,2,1,43,3,2,1,2,2,1,2,1
2,13,2,3,5000,1,2,4,4,3,1,1,25,1,2,1,2,2,1,2,1
3,7,4,0,10584,2,5,2,1,1,4,3,27,3,2,2,3,1,2,2,1
2,19,4,3,14360,1,5,3,2,3,4,1,47,1,1,2,2,2,2,2,1
2,16,4,3,21824,5,4,4,3,3,2,1,34,1,2,3,3,2,2,2,1
2,7,2,3,3872,1,4,3,4,3,3,1,27,1,2,1,2,2,1,2,1
2,11,1,3,8384,1,3,4,3,1,4,1,22,2,2,1,2,2,1,2,1
2,13,2,3,9240,1,5,3,4,3,3,1,39,1,2,2,2,2,1,2,1
2,21,3,1,56456,5,4,3,3,1,4,2,35,1,1,2,4,1,2,2,1
2,16,4,3,12296,5,5,4,3,3,4,1,49,3,2,2,3,2,2,2,1
1,13,2,3,17712,1,3,4,3,1,3,2,23,3,2,1,2,2,1,2,1
2,11,2,2,12168,1,3,4,1,1,2,3,30,3,2,1,2,2,1,2,1
2,37,1,4,31920,5,2,3,2,1,2,4,28,1,2,1,1,2,1,2,1
3,19,2,2,24392,1,2,1,2,1,1,2,44,2,2,1,2,2,1,2,1
1,25,2,3,10256,2,3,4,2,1,2,3,31,3,2,1,2,2,1,2,0
4,61,2,3,81152,2,4,2,2,1,4,1,20,3,2,1,3,2,2,2,1
2,7,2,5,3632,1,2,3,4,1,1,2,21,3,2,1,2,2,1,2,1
4,16,3,1,28752,1,2,1,2,1,2,2,45,3,2,2,2,2,1,2,1
4,13,2,2,14144,1,3,3,3,1,2,1,23,3,1,1,2,2,1,2,1
4,61,3,3,125224,1,4,2,3,1,4,3,20,3,2,2,3,2,2,2,1
4,25,2,3,11304,1,3,4,4,1,2,2,27,3,2,1,3,2,1,2,1
2,46,4,1,36608,2,1,3,3,1,4,3,26,3,2,1,3,2,1,2,1
2,37,4,1,46400,1,3,3,3,1,4,3,33,3,2,2,3,2,2,2,1
1,31,2,2,28976,4,5,4,2,1,4,2,56,3,1,2,3,2,2,2,1
1,7,4,3,9352,5,5,4,3,1,4,1,66,3,2,2,3,2,2,2,1
4,16,2,4,10096,3,4,4,3,1,3,2,35,3,2,2,3,2,2,2,1
2,31,4,0,17448,5,5,4,3,1,4,1,35,3,2,2,3,2,1,2,1
1,49,1,9,61480,1,4,2,2,3,4,3,36,3,1,1,3,2,1,2,0
4,49,4,6,48880,1,3,1,3,1,3,4,30,1,3,1,3,2,2,2,1
4,25,2,0,30056,1,5,4,2,2,4,4,61,3,3,1,3,2,2,2,1
1,43,4,5,27152,1,1,4,3,2,4,3,64,3,2,2,1,2,1,2,1
4,37,4,9,50432,5,5,4,3,1,4,1,35,3,2,2,3,2,1,2,1
4,10,4,6,9952,5,5,4,2,1,4,2,40,3,1,2,2,2,1,2,1
4,7,2,0,28144,1,3,2,3,3,3,2,25,3,1,1,3,2,1,2,1
4,37,0,5,20904,1,3,4,3,1,2,3,26,3,2,2,3,2,1,2,1
1,49,2,6,59808,1,4,4,3,1,1,4,49,3,3,1,4,2,2,2,1
4,25,2,9,36728,4,3,2,3,1,3,2,53,3,2,3,4,2,2,2,0
2,19,2,2,15392,5,2,4,2,1,3,1,26,3,1,1,3,2,1,2,0
2,73,2,3,44760,2,3,2,4,1,2,3,23,3,2,1,3,2,1,2,0
3,16,2,6,15240,1,5,4,3,1,4,3,39,3,1,1,4,2,2,2,1
4,22,3,1,23944,1,3,3,3,1,2,1,27,2,2,2,2,2,1,2,1
4,37,3,1,71576,5,4,3,3,1,2,3,30,2,2,1,4,1,2,2,1
1,25,2,2,32160,1,3,2,3,1,2,3,26,2,2,1,3,2,1,2,1
2,19,2,1,22232,1,3,1,4,1,3,3,20,3,1,1,3,2,2,2,1
4,22,2,0,22256,3,4,1,2,1,2,3,30,1,2,1,4,2,1,2,1
4,13,2,0,15072,1,5,4,3,1,4,3,38,3,2,1,4,2,2,2,1
4,37,4,1,88432,5,3,4,3,1,2,3,29,3,2,1,4,2,2,2,1
2,61,3,3,73256,5,3,2,3,1,2,4,26,3,3,1,4,2,1,2,1
2,43,1,1,74264,1,1,1,3,1,2,4,54,1,3,1,4,2,2,2,1
4,61,2,0,52216,5,3,4,3,1,4,4,33,3,3,1,3,1,2,2,1
1,16,2,0,20088,1,1,1,2,1,4,3,22,3,1,1,3,2,1,2,1
4,7,2,4,10704,3,3,1,1,1,4,1,61,3,2,1,3,2,1,2,1
2,10,2,3,8656,1,5,4,3,1,4,3,36,3,2,2,2,2,1,2,1
4,19,4,3,9192,4,3,4,3,1,3,1,45,3,2,2,3,2,1,2,1
2,16,2,5,10464,1,5,4,3,1,4,3,37,3,2,2,2,2,1,2,1
2,21,0,1,49184,2,5,3,4,1,4,3,30,1,2,2,3,2,2,2,1
4,13,2,2,13888,1,4,3,2,1,4,1,30,3,2,1,2,2,1,2,1
4,31,2,1,38488,5,4,2,2,1,4,2,23,2,1,1,2,2,1,2,1
4,7,2,2,14128,1,3,1,4,1,2,2,20,3,1,1,3,2,1,2,1
2,25,2,1,22080,5,5,4,3,1,4,4,35,1,3,1,3,2,2,2,1
4,25,4,5,44056,1,5,3,3,1,4,4,43,3,3,2,3,2,1,2,1
2,10,2,6,9592,1,4,4,2,1,4,2,66,3,2,2,4,2,2,2,1
3,25,2,2,23136,1,5,3,1,1,4,4,50,3,3,1,3,2,1,2,1
2,37,3,0,22896,2,5,4,3,1,3,4,29,3,3,1,3,2,1,2,1
2,10,4,6,9088,4,5,4,3,1,3,4,31,3,3,2,3,1,1,2,0
2,25,2,1,32904,3,2,3,2,1,4,3,27,3,1,1,3,2,1,2,0
2,7,2,0,116440,5,1,1,3,1,2,2,22,3,2,1,1,2,2,2,0
1,16,0,0,7600,1,5,4,3,1,3,3,32,3,1,2,3,1,1,2,0
1,25,4,0,9592,1,5,4,3,1,4,3,59,3,2,2,2,2,1,2,0
1,13,0,0,8656,1,3,4,3,1,4,3,47,1,2,2,3,2,1,2,0
2,31,2,0,17200,1,3,4,2,3,2,4,23,1,2,1,3,2,1,2,0
2,37,4,0,22560,1,2,4,1,1,4,3,26,3,2,2,3,2,1,2,0
2,49,2,3,24480,1,4,4,3,1,4,1,27,3,2,2,3,2,1,2,0
4,22,0,0,40024,5,3,1,2,1,4,2,28,1,2,2,3,2,2,2,0
4,25,3,0,20304,1,5,4,3,1,4,3,46,3,2,2,2,1,1,2,0
4,10,2,3,11824,1,4,4,3,1,2,3,21,3,2,1,3,2,1,2,0
4,19,4,0,12240,1,3,3,3,1,2,2,31,1,2,2,3,2,1,2,0
2,10,1,0,11496,2,4,2,3,1,3,4,28,3,2,1,3,2,1,2,0
1,16,2,4,10200,5,3,4,2,1,2,3,23,3,1,1,3,2,1,2,0
1,25,2,3,14584,1,1,4,3,1,2,3,29,2,2,1,4,1,1,2,0
1,10,2,0,11376,1,2,3,3,1,2,4,26,3,3,1,4,2,2,2,0
1,37,2,0,74168,1,4,2,3,1,1,3,23,3,2,1,3,2,2,2,0
1,37,3,9,17160,1,4,2,3,1,1,3,23,3,2,2,3,2,2,2,0
1,37,2,0,14736,1,2,4,2,1,4,3,33,3,2,1,3,2,2,2,0
2,19,3,2,34376,1,5,4,1,1,3,4,39,3,2,1,4,2,2,2,0
1,7,4,2,27072,1,3,1,1,1,4,1,43,3,1,1,4,2,2,2,0
2,19,4,3,9960,1,3,4,4,1,2,3,32,3,2,1,3,2,1,2,0
4,16,2,6,36984,2,3,3,3,1,2,2,39,3,2,1,4,2,2,2,0
2,31,4,2,67088,1,4,2,3,1,2,2,48,3,2,1,3,2,1,2,0
1,25,3,3,8192,1,2,4,4,1,4,1,47,2,2,1,3,2,1,2,0
2,7,1,6,3464,4,2,4,2,1,2,2,23,1,1,1,3,1,1,2,0
4,25,2,3,19176,3,5,3,3,1,2,3,34,1,2,2,3,2,2,2,0
2,7,1,0,7448,2,2,1,2,1,1,2,31,2,2,1,2,2,1,2,0
2,16,3,5,12096,4,3,3,4,1,3,2,60,2,2,2,3,2,1,2,0
2,25,0,9,33928,1,3,1,3,1,4,1,35,3,2,3,2,2,2,2,0
2,25,4,2,37888,1,2,2,2,1,4,3,24,1,2,1,2,2,1,2,0
2,16,0,0,14224,1,2,2,2,1,1,1,25,3,1,2,1,2,1,2,0
3,16,2,3,18616,1,2,2,2,1,3,1,24,3,2,1,2,2,1,2,0
1,25,1,2,54976,1,2,2,1,1,1,2,54,1,2,1,3,2,2,2,0
1,13,2,6,6360,1,2,4,2,1,4,2,52,3,2,1,3,2,1,2,0
3,31,3,9,15264,1,5,4,3,1,4,1,65,3,2,1,4,2,2,2,0
3,19,2,2,22912,1,3,2,3,1,1,1,33,3,2,1,2,1,1,2,0
3,22,4,6,18552,1,2,2,1,1,1,3,32,3,1,1,3,2,1,2,0
1,25,2,0,7320,5,5,4,2,1,2,3,28,1,2,1,3,2,1,2,0
3,25,2,0,7576,1,4,4,3,1,3,4,37,1,3,1,3,1,1,2,0
1,25,2,0,10280,5,4,4,2,1,4,4,31,3,1,1,3,2,1,2,0
1,25,2,0,10968,5,3,4,2,1,4,1,24,3,1,1,3,2,1,2,0
2,19,2,0,8336,5,3,4,2,1,2,2,32,3,2,1,3,2,1,2,0
1,13,2,0,7200,5,3,4,4,1,2,3,22,3,2,1,3,2,1,2,0
1,25,2,0,9656,1,2,4,2,1,4,2,23,3,1,1,3,2,1,2,0
2,19,0,0,18224,2,2,3,2,1,3,3,27,3,2,2,3,2,1,2,0
1,61,3,9,54688,1,5,3,3,1,4,4,62,3,2,2,3,2,2,2,0
1,25,2,2,26760,1,5,4,3,1,2,2,38,3,1,1,4,2,2,2,0
2,49,2,9,125376,1,3,2,3,1,2,3,22,3,2,1,3,2,2,2,0
1,61,2,9,58376,1,5,4,3,2,4,4,35,3,1,1,3,2,1,2,0
